gene_symbol	uniprot	tdl	tdl_priority
FADS6	Q8N9I5	Tdark	4
FAF1	Q9UNN5	Tbio	3
FAF2	Q96CS3	Tbio	3
FAH	P16930	Tbio	3
FAHD1	Q6P587	Tbio	3
FAHD2A	Q96GK7	Tdark	4
FAHD2B	Q6P2I3	Tdark	4
FAIM	Q9NVQ4	Tbio	3
FAIM2	Q9BWQ8	Tbio	3
FAM102A	Q5T9C2	Tdark	4
FAM102B	Q5T8I3	Tdark	4
FAM104A	Q969W3	Tdark	4
FAM104B	Q5XKR9	Tdark	4
FAM106A	Q4KMX7	Tdark	4
FAM106C	P0CH98	Tdark	4
FAM107A	O95990	Tbio	3
FAM107B	Q9H098	Tbio	3
FAM110A	Q9BQ89	Tdark	4
FAM110B	Q8TC76	Tbio	3
FAM110C	Q1W6H9	Tbio	3
FAM110D	Q8TAY7	Tdark	4
FAM111A	Q96PZ2	Tbio	3
FAM111B	Q6SJ93	Tbio	3
FAM114A1	Q8IWE2	Tdark	4
FAM114A2	Q9NRY5	Tdark	4
FAM117A	Q9C073	Tdark	4
FAM117B	Q6P1L5	Tdark	4
FAM118A	Q9NWS6	Tdark	4
FAM118B	Q9BPY3	Tdark	4
FAM120A	Q9NZB2	Tbio	3
FAM120AOS	Q5T036	Tdark	4
FAM120B	Q96EK7	Tbio	3
FAM120C	Q9NX05	Tbio	3
FAM124A	Q86V42	Tdark	4
FAM124B	Q9H5Z6	Tdark	4
FAM126A	Q9BYI3	Tbio	3
FAM126B	Q8IXS8	Tdark	4
FAM131A	Q6UXB0	Tdark	4
FAM131B	Q86XD5	Tdark	4
FAM131C	Q96AQ9	Tdark	4
FAM133A	Q8N9E0	Tdark	4
FAM133B	Q5BKY9	Tdark	4
FAM135A	Q9P2D6	Tdark	4
FAM135B	Q49AJ0	Tdark	4
FAM136A	Q96C01	Tdark	4
FAM13A	O94988	Tbio	3
FAM13B	Q9NYF5	Tbio	3
FAM13C	Q8NE31	Tdark	4
FAM149A	A5PLN7	Tdark	4
FAM149B1	Q96BN6	Tdark	4
FAM151A	Q8WW52	Tdark	4
FAM151B	Q6UXP7	Tdark	4
FAM153A	Q9UHL3	Tdark	4
FAM153B	P0C7A2	Tdark	4
FAM155A	B1AL88	Tdark	4
FAM155B	O75949	Tbio	3
FAM156A	Q8NDB6	Tdark	4
FAM156B	Q8NDB6	Tdark	4
FAM157A	C9JC47	Tdark	4
FAM157B	P0CG42	Tdark	4
FAM157C	P0CG43	Tdark	4
FAM161A	Q3B820	Tbio	3
FAM161B	Q96MY7	Tdark	4
FAM162A	Q96A26	Tbio	3
FAM162B	Q5T6X4	Tdark	4
FAM163A	Q96GL9	Tbio	3
FAM163B	P0C2L3	Tdark	4
FAM166A	Q6J272	Tdark	4
FAM166B	A8MTA8	Tdark	4
FAM166C	A6NJV1	Tdark	4
FAM167A	Q96KS9	Tbio	3
FAM167A-AS1	Q96KT0	Tdark	4
FAM167B	Q9BTA0	Tdark	4
FAM168A	Q92567	Tbio	3
FAM168B	A1KXE4	Tdark	4
FAM169A	Q9Y6X4	Tdark	4
FAM169B	Q8N8A8	Tdark	4
FAM170A	A1A519	Tdark	4
FAM170B	A6NMN3	Tdark	4
FAM171A1	Q5VUB5	Tdark	4
FAM171A2	A8MVW0	Tdark	4
FAM171B	Q6P995	Tdark	4
FAM172A	Q8WUF8	Tbio	3
FAM172BP	A6NC97	Tdark	4
FAM174A	Q8TBP5	Tdark	4
FAM174B	Q3ZCQ3	Tdark	4
FAM174C	Q9BVV8	Tdark	4
FAM177A1	Q8N128	Tdark	4
FAM177B	A6PVY3	Tdark	4
FAM178B	Q8IXR5	Tdark	4
FAM180A	Q6UWF9	Tdark	4
FAM180B	Q6P0A1	Tdark	4
FAM181A	Q8N9Y4	Tdark	4
FAM181B	A6NEQ2	Tdark	4
FAM182A	Q5T1J6	Tdark	4
FAM182B	Q5T319	Tdark	4
FAM183A	A6NL82	Tdark	4
FAM183BP	Q6ZVS7	Tdark	4
FAM184A	Q8NB25	Tdark	4
FAM184B	Q9ULE4	Tdark	4
FAM185A	Q8N0U4	Tdark	4
FAM186A	A6NE01	Tdark	4
FAM186B	Q8IYM0	Tdark	4
FAM187A	A6NFU0	Tdark	4
FAM187B	Q17R55	Tdark	4
FAM189A1	O60320	Tdark	4
FAM189A2	Q15884	Tdark	4
FAM189B	P81408	Tbio	3
FAM193A	P78312	Tdark	4
FAM193B	Q96PV7	Tdark	4
FAM199X	Q6PEV8	Tdark	4
FAM200A	Q8TCP9	Tdark	4
FAM200B	P0CF97	Tdark	4
FAM201A	Q5SY85	Tdark	4
FAM204A	Q9H8W3	Tdark	4
FAM205A	Q6ZU69	Tdark	4
FAM205BP	Q63HN1	Tdark	4
FAM205C	A6NFA0	Tdark	4
FAM207A	Q9NSI2	Tdark	4
FAM209A	Q5JX71	Tdark	4
FAM209B	Q5JX69	Tdark	4
FAM20A	Q96MK3	Tbio	3
FAM20B	O75063	Tdark	4
FAM20C	Q8IXL6	Tbio	3
FAM210A	Q96ND0	Tdark	4
FAM210B	Q96KR6	Tbio	3
FAM214A	Q32MH5	Tdark	4
FAM214B	Q7L5A3	Tdark	4
FAM215A	Q9Y5M1	Tdark	4
FAM216A	Q8WUB2	Tdark	4
FAM216B	Q8N7L0	Tdark	4
FAM217A	Q8IXS0	Tdark	4
FAM217B	Q9NTX9	Tdark	4
FAM218A	Q96MZ4	Tdark	4
FAM219A	Q8IW50	Tdark	4
FAM219B	Q5XKK7	Tdark	4
FAM220A	Q7Z4H9	Tdark	4
FAM220BP	B1ANY3	Tdark	4
FAM221A	A4D161	Tdark	4
FAM221B	A6H8Z2	Tdark	4
FAM222A	Q5U5X8	Tdark	4
FAM222B	Q8WU58	Tdark	4
FAM223A	Q8IWN6	Tdark	4
FAM223B	A6NKX1	Tdark	4
FAM227A	F5H4B4	Tdark	4
FAM227B	Q96M60	Tdark	4
FAM228A	Q86W67	Tdark	4
FAM228B	P0C875	Tdark	4
FAM229A	H3BQW9	Tdark	4
FAM229B	Q4G0N7	Tdark	4
FAM234A	Q9H0X4	Tdark	4
FAM234B	A2RU67	Tdark	4
FAM236A	A0A1B0GUQ0	Tdark	4
FAM236B	A0A1B0GV22	Tdark	4
FAM236C	P0DP71	Tdark	4
FAM236D	A0A1B0GTK5	Tdark	4
FAM237A	A0A1B0GTK4	Tdark	4
FAM240A	A0A1B0GVK7	Tdark	4
FAM240B	A0A1B0GVZ2	Tdark	4
FAM241A	Q8N8J7	Tdark	4
FAM241B	Q96D05	Tdark	4
FAM243A	B9A014	Tdark	4
FAM243B	P0DPQ4	Tdark	4
FAM24A	A6NFZ4	Tdark	4
FAM24B	Q8N5W8	Tdark	4
FAM25A	B3EWG3	Tdark	4
FAM25C	B3EWG5	Tdark	4
FAM25E	A8MYX2	Tdark	4
FAM25G	B3EWG6	Tdark	4
FAM27B	Q5VT28	Tdark	4
FAM27C	Q5VT28	Tdark	4
FAM27D1	Q5T7N8	Tdark	4
FAM27E3	Q08E93	Tdark	4
FAM30A	Q9NZY2	Tdark	4
FAM32A	Q9Y421	Tdark	4
FAM3A	P98173	Tbio	3
FAM3B	P58499	Tbio	3
FAM3C	Q92520	Tbio	3
FAM3D	Q96BQ1	Tbio	3
FAM43A	Q8N2R8	Tdark	4
FAM43B	Q6ZT52	Tdark	4
FAM47A	Q5JRC9	Tdark	4
FAM47B	Q8NA70	Tdark	4
FAM47C	Q5HY64	Tdark	4
FAM47DP	A6NHR8	Tdark	4
FAM47E	Q6ZV65	Tdark	4
FAM50A	Q14320	Tbio	3
FAM50B	Q9Y247	Tbio	3
FAM53A	Q6NSI3	Tdark	4
FAM53B	Q14153	Tdark	4
FAM53C	Q9NYF3	Tdark	4
FAM66E	P0C841	Tdark	4
FAM71A	Q8IYT1	Tdark	4
FAM71B	Q8TC56	Tdark	4
FAM71C	Q8NEG0	Tdark	4
FAM71D	Q8N9W8	Tdark	4
FAM71E1	Q6IPT2	Tdark	4
FAM71E2	Q8N5Q1	Tdark	4
FAM71F1	Q96KD3	Tdark	4
FAM71F2	Q6NXP2	Tdark	4
FAM72A	Q5TYM5	Tbio	3
FAM72B	Q86X60	Tdark	4
FAM72C	H0Y354	Tdark	4
FAM72D	Q6L9T8	Tdark	4
FAM74A1	Q5RGS3	Tdark	4
FAM74A3	Q4VXF1	Tdark	4
FAM74A4	Q5TZK3	Tdark	4
FAM74A6	Q5TZK3	Tdark	4
FAM74A7	A6NL05	Tdark	4
FAM76A	Q8TAV0	Tdark	4
FAM76B	Q5HYJ3	Tdark	4
FAM78A	Q5JUQ0	Tdark	4
FAM78B	Q5VT40	Tdark	4
FAM81A	Q8TBF8	Tdark	4
FAM81B	Q96LP2	Tdark	4
FAM83A	Q86UY5	Tbio	3
FAM83B	Q5T0W9	Tbio	3
FAM83C	Q9BQN1	Tdark	4
FAM83D	Q9H4H8	Tbio	3
FAM83E	Q2M2I3	Tdark	4
FAM83F	Q8NEG4	Tbio	3
FAM83G	A6ND36	Tbio	3
FAM83H	Q6ZRV2	Tbio	3
FAM86B1	Q8N7N1	Tdark	4
FAM86B2	P0C5J1	Tdark	4
FAM86C1P	Q9NVL1	Tdark	4
FAM86C2P	A6NEL3	Tdark	4
FAM86JP	Q05BU3	Tdark	4
FAM87A	P0C7U9	Tdark	4
FAM89A	Q96GI7	Tdark	4
FAM89B	Q8N5H3	Tbio	3
FAM8A1	Q9UBU6	Tbio	3
FAM90A1	Q86YD7	Tdark	4
FAM90A10P	A6NDY2	Tdark	4
FAM90A12P	A8MX19	Tdark	4
FAM90A13P	P0C7W8	Tdark	4
FAM90A14P	P0C7W9	Tdark	4
FAM90A15P	P0C7V4	Tdark	4
FAM90A16P	A6NEW6	Tdark	4
FAM90A17P	A6NEW6	Tdark	4
FAM90A18P	A6NE21	Tdark	4
FAM90A19P	A6NE21	Tdark	4
FAM90A20P	A6NIJ5	Tdark	4
FAM90A22P	A8MWA6	Tdark	4
FAM90A23P	A8MXZ1	Tdark	4
FAM90A24P	P0C7X0	Tdark	4
FAM90A26	D6RGX4	Tdark	4
FAM90A27P	A6NNH2	Tdark	4
FAM90A2P	Q658T7	Tdark	4
FAM90A5P	A8MXJ8	Tdark	4
FAM90A7P	A6NKC0	Tdark	4
FAM90A8P	A6NJQ4	Tdark	4
FAM90A9P	A6NNJ1	Tdark	4
FAM91A1	Q658Y4	Tbio	3
FAM92A	A1XBS5	Tbio	3
FAM98A	Q8NCA5	Tdark	4
FAM98B	Q52LJ0	Tdark	4
FAM98C	Q17RN3	Tdark	4
FAM9A	Q8IZU1	Tdark	4
FAM9B	Q8IZU0	Tdark	4
FAM9C	Q8IZT9	Tdark	4
FAN1	Q9Y2M0	Tbio	3
FANCA	O15360	Tbio	3
FANCB	Q8NB91	Tbio	3
FANCC	Q00597	Tbio	3
FANCD2	Q9BXW9	Tbio	3
FANCD2OS	Q96PS1	Tdark	4
FANCE	Q9HB96	Tbio	3
FANCF	Q9NPI8	Tchem	2
FANCG	O15287	Tbio	3
FANCI	Q9NVI1	Tbio	3
FANCL	Q9NW38	Tbio	3
FANCM	Q8IYD8	Tbio	3
FANK1	Q8TC84	Tbio	3
FAP	Q12884	Tchem	2
FAR1	Q8WVX9	Tbio	3
FAR2	Q96K12	Tbio	3
FARP1	Q9Y4F1	Tbio	3
FARP2	O94887	Tbio	3
FARS2	O95363	Tchem	2
FARSA	Q9Y285	Tbio	3
FARSB	Q9NSD9	Tbio	3
FAS	P25445	Tbio	3
FASLG	P48023	Tbio	3
FASN	P49327	Tchem	2
FASTK	Q14296	Tbio	3
FASTKD1	Q53R41	Tbio	3
FASTKD2	Q9NYY8	Tbio	3
FASTKD3	Q14CZ7	Tbio	3
FASTKD5	Q7L8L6	Tdark	4
FAT1	Q14517	Tbio	3
FAT2	Q9NYQ8	Tbio	3
FAT3	Q8TDW7	Tbio	3
FAT4	Q6V0I7	Tbio	3
FATE1	Q969F0	Tbio	3
FAU	P35544	Tbio	3
FAXC	Q5TGI0	Tdark	4
FAXDC2	Q96IV6	Tdark	4
FBF1	Q8TES7	Tbio	3
FBH1	Q8NFZ0	Tbio	3
FBL	P22087	Tbio	3
FBLIM1	Q8WUP2	Tbio	3
FBLL1	A6NHQ2	Tdark	4
FBLN1	P23142	Tbio	3
FBLN2	P98095	Tbio	3
FBLN5	Q9UBX5	Tbio	3
FBLN7	Q53RD9	Tbio	3
FBN1	P35555	Tbio	3
FBN2	P35556	Tbio	3
FBN3	Q75N90	Tbio	3
FBP1	P09467	Tchem	2
FBP2	O00757	Tbio	3
FBRS	Q9HAH7	Tbio	3
FBRSL1	Q9HCM7	Tdark	4
FBXL12	Q9NXK8	Tdark	4
FBXL13	Q8NEE6	Tdark	4
FBXL14	Q8N1E6	Tbio	3
FBXL15	Q9H469	Tbio	3
FBXL16	Q8N461	Tdark	4
FBXL17	Q9UF56	Tbio	3
FBXL18	Q96ME1	Tdark	4
FBXL19	Q6PCT2	Tbio	3
FBXL19-AS1	Q494R0	Tdark	4
FBXL2	Q9UKC9	Tbio	3
FBXL20	Q96IG2	Tdark	4
FBXL21P	Q9UKT6	Tdark	4
FBXL22	Q6P050	Tdark	4
FBXL3	Q9UKT7	Tbio	3
FBXL4	Q9UKA2	Tbio	3
FBXL5	Q9UKA1	Tbio	3
FBXL6	Q8N531	Tdark	4
FBXL7	Q9UJT9	Tbio	3
FBXL8	Q96CD0	Tdark	4
FBXO10	Q9UK96	Tbio	3
FBXO11	Q86XK2	Tbio	3
FBXO15	Q8NCQ5	Tdark	4
FBXO16	Q8IX29	Tdark	4
FBXO17	Q96EF6	Tbio	3
FBXO2	Q9UK22	Tbio	3
FBXO21	O94952	Tbio	3
FBXO22	Q8NEZ5	Tbio	3
FBXO24	O75426	Tdark	4
FBXO25	Q8TCJ0	Tbio	3
FBXO27	Q8NI29	Tdark	4
FBXO28	Q9NVF7	Tbio	3
FBXO3	Q9UK99	Tbio	3
FBXO30	Q8TB52	Tdark	4
FBXO31	Q5XUX0	Tbio	3
FBXO32	Q969P5	Tbio	3
FBXO33	Q7Z6M2	Tdark	4
FBXO34	Q9NWN3	Tdark	4
FBXO36	Q8NEA4	Tdark	4
FBXO38	Q6PIJ6	Tbio	3
FBXO39	Q8N4B4	Tbio	3
FBXO4	Q9UKT5	Tbio	3
FBXO40	Q9UH90	Tdark	4
FBXO41	Q8TF61	Tdark	4
FBXO42	Q6P3S6	Tbio	3
FBXO43	Q4G163	Tbio	3
FBXO44	Q9H4M3	Tbio	3
FBXO45	P0C2W1	Tbio	3
FBXO46	Q6PJ61	Tdark	4
FBXO47	Q5MNV8	Tdark	4
FBXO48	Q5FWF7	Tdark	4
FBXO5	Q9UKT4	Tbio	3
FBXO6	Q9NRD1	Tbio	3
FBXO7	Q9Y3I1	Tbio	3
FBXO8	Q9NRD0	Tbio	3
FBXO9	Q9UK97	Tbio	3
FBXW10	Q5XX13	Tbio	3
FBXW11	Q9UKB1	Tbio	3
FBXW12	Q6X9E4	Tdark	4
FBXW2	Q9UKT8	Tbio	3
FBXW4	P57775	Tbio	3
FBXW5	Q969U6	Tbio	3
FBXW7	Q969H0	Tbio	3
FBXW8	Q8N3Y1	Tbio	3
FBXW9	Q5XUX1	Tdark	4
FCAMR	Q8WWV6	Tbio	3
FCAR	P24071	Tbio	3
FCER1A	P12319	Tbio	3
FCER1G	P30273	Tbio	3
FCER2	P06734	Tchem	2
FCF1	Q9Y324	Tdark	4
FCGBP	Q9Y6R7	Tbio	3
FCGR1A	P12314	Tchem	2
FCGR1B	Q92637	Tbio	3
FCGR2A	P12318	Tbio	3
FCGR2B	P31994	Tbio	3
FCGR2C	P31995	Tdark	4
FCGR3A	P08637	Tbio	3
FCGR3B	O75015	Tbio	3
FCGRT	P55899	Tchem	2
FCHO1	O14526	Tbio	3
FCHO2	Q0JRZ9	Tbio	3
FCHSD1	Q86WN1	Tdark	4
FCHSD2	O94868	Tbio	3
FCMR	O60667	Tbio	3
FCN1	O00602	Tbio	3
FCN2	Q15485	Tbio	3
FCN3	O75636	Tbio	3
FCRL1	Q96LA6	Tbio	3
FCRL2	Q96LA5	Tbio	3
FCRL3	Q96P31	Tbio	3
FCRL4	Q96PJ5	Tbio	3
FCRL5	Q96RD9	Tbio	3
FCRL6	Q6DN72	Tdark	4
FCRLA	Q7L513	Tbio	3
FCRLB	Q6BAA4	Tbio	3
FCSK	Q8N0W3	Tbio	3
FDCSP	Q8NFU4	Tbio	3
FDFT1	P37268	Tchem	2
FDPS	P14324	Tclin	1
FDX1	P10109	Tbio	3
FDX2	Q6P4F2	Tdark	4
FDXACB1	Q9BRP7	Tdark	4
FDXR	P22570	Tbio	3
FECH	P22830	Tbio	3
FEM1A	Q9BSK4	Tbio	3
FEM1B	Q9UK73	Tbio	3
FEM1C	Q96JP0	Tbio	3
FEN1	P39748	Tchem	2
FER	P16591	Tchem	2
FER1L4	A9Z1Z3	Tdark	4
FER1L5	A0AVI2	Tdark	4
FER1L6	Q2WGJ9	Tdark	4
FER1L6-AS1	Q8NA97	Tdark	4
FER1L6-AS2	Q96M78	Tdark	4
FERD3L	Q96RJ6	Tbio	3
FERMT1	Q9BQL6	Tbio	3
FERMT2	Q96AC1	Tbio	3
FERMT3	Q86UX7	Tbio	3
FES	P07332	Tchem	2
FETUB	Q9UGM5	Tbio	3
FEV	Q99581	Tbio	3
FEZ1	Q99689	Tbio	3
FEZ2	Q9UHY8	Tbio	3
FEZF1	A0PJY2	Tbio	3
FEZF2	Q8TBJ5	Tbio	3
FFAR1	O14842	Tchem	2
FFAR2	O15552	Tchem	2
FFAR3	O14843	Tchem	2
FFAR4	Q5NUL3	Tchem	2
FGA	P02671	Tbio	3
FGB	P02675	Tbio	3
FGD1	P98174	Tbio	3
FGD2	Q7Z6J4	Tdark	4
FGD3	Q5JSP0	Tbio	3
FGD4	Q96M96	Tbio	3
FGD5	Q6ZNL6	Tbio	3
FGD6	Q6ZV73	Tdark	4
FGF1	P05230	Tchem	2
FGF10	O15520	Tbio	3
FGF11	Q92914	Tbio	3
FGF12	P61328	Tbio	3
FGF13	Q92913	Tbio	3
FGF14	Q92915	Tbio	3
FGF16	O43320	Tbio	3
FGF17	O60258	Tbio	3
FGF18	O76093	Tbio	3
FGF19	O95750	Tbio	3
FGF2	P09038	Tchem	2
FGF20	Q9NP95	Tbio	3
FGF21	Q9NSA1	Tbio	3
FGF22	Q9HCT0	Tbio	3
FGF23	Q9GZV9	Tbio	3
FGF3	P11487	Tbio	3
FGF4	P08620	Tbio	3
FGF5	P12034	Tbio	3
FGF6	P10767	Tbio	3
FGF7	P21781	Tbio	3
FGF8	P55075	Tbio	3
FGF9	P31371	Tbio	3
FGFBP1	Q14512	Tbio	3
FGFBP2	Q9BYJ0	Tbio	3
FGFBP3	Q8TAT2	Tbio	3
FGFR1	P11362	Tclin	1
FGFR1OP2	Q9NVK5	Tbio	3
FGFR2	P21802	Tclin	1
FGFR3	P22607	Tclin	1
FGFR4	P22455	Tclin	1
FGFRL1	Q8N441	Tbio	3
FGG	P02679	Tbio	3
FGGY	Q96C11	Tbio	3
FGL1	Q08830	Tbio	3
FGL2	Q14314	Tbio	3
FGR	P09769	Tchem	2
FH	P07954	Tbio	3
FHAD1	B1AJZ9	Tdark	4
FHDC1	Q9C0D6	Tbio	3
FHIP1A	Q05DH4	Tdark	4
FHIP1B	Q8N612	Tbio	3
FHIP2A	Q5W0V3	Tdark	4
FHIP2B	Q86V87	Tdark	4
FHIT	P49789	Tchem	2
FHL1	Q13642	Tbio	3
FHL2	Q14192	Tbio	3
FHL3	Q13643	Tbio	3
FHL5	Q5TD97	Tbio	3
FHOD1	Q9Y613	Tbio	3
FHOD3	Q2V2M9	Tbio	3
FIBCD1	Q8N539	Tbio	3
FIBIN	Q8TAL6	Tdark	4
FIBP	O43427	Tbio	3
FICD	Q9BVA6	Tbio	3
FIG4	Q92562	Tbio	3
FIGLA	Q6QHK4	Tbio	3
FIGN	Q5HY92	Tbio	3
FIGNL1	Q6PIW4	Tbio	3
FIGNL2	A6NMB9	Tdark	4
FILIP1	Q7Z7B0	Tdark	4
FILIP1L	Q4L180	Tbio	3
FIMP	Q96LL3	Tdark	4
FIP1L1	Q6UN15	Tbio	3
FIS1	Q9Y3D6	Tbio	3
FITM1	A5D6W6	Tdark	4
FITM2	Q8N6M3	Tdark	4
FIZ1	Q96SL8	Tdark	4
FJX1	Q86VR8	Tbio	3
FKBP10	Q96AY3	Tbio	3
FKBP11	Q9NYL4	Tbio	3
FKBP14	Q9NWM8	Tbio	3
FKBP15	Q5T1M5	Tbio	3
FKBP1A	P62942	Tclin	1
FKBP1B	P68106	Tchem	2
FKBP2	P26885	Tbio	3
FKBP3	Q00688	Tbio	3
FKBP4	Q02790	Tchem	2
FKBP5	Q13451	Tchem	2
FKBP6	O75344	Tbio	3
FKBP7	Q9Y680	Tbio	3
FKBP8	Q14318	Tbio	3
FKBP9	O95302	Tdark	4
FKBP9P1	Q75LS8	Tdark	4
FKBPL	Q9UIM3	Tbio	3
FKRP	Q9H9S5	Tbio	3
FKTN	O75072	Tbio	3
FLACC1	Q96Q35	Tbio	3
FLAD1	Q8NFF5	Tbio	3
FLCN	Q8NFG4	Tbio	3
FLG	P20930	Tbio	3
FLG2	Q5D862	Tbio	3
FLI1	Q01543	Tbio	3
FLII	Q13045	Tbio	3
FLNA	P21333	Tbio	3
FLNB	O75369	Tbio	3
FLNC	Q14315	Tbio	3
FLOT1	O75955	Tbio	3
FLOT2	Q14254	Tbio	3
FLRT1	Q9NZU1	Tdark	4
FLRT2	O43155	Tbio	3
FLRT3	Q9NZU0	Tbio	3
FLT1	P17948	Tclin	1
FLT3	P36888	Tclin	1
FLT3LG	P49771	Tbio	3
FLT4	P35916	Tclin	1
FLVCR1	Q9Y5Y0	Tbio	3
FLVCR1-DT	Q8TAF5	Tdark	4
FLVCR2	Q9UPI3	Tbio	3
FLYWCH1	Q4VC44	Tdark	4
FLYWCH2	Q96CP2	Tdark	4
FMC1	Q96HJ9	Tbio	3
FMN1	Q68DA7	Tbio	3
FMN2	Q9NZ56	Tbio	3
FMNL1	O95466	Tbio	3
FMNL2	Q96PY5	Tbio	3
FMNL3	Q8IVF7	Tbio	3
FMO1	Q01740	Tbio	3
FMO2	Q99518	Tbio	3
FMO3	P31513	Tbio	3
FMO4	P31512	Tbio	3
FMO5	P49326	Tbio	3
FMO6P	O60774	Tdark	4
FMOD	Q06828	Tbio	3
FMR1	Q06787	Tbio	3
FMR1NB	Q8N0W7	Tbio	3
FN1	P02751	Tchem	2
FN3K	Q9H479	Tbio	3
FN3KRP	Q9HA64	Tbio	3
FNBP1	Q96RU3	Tbio	3
FNBP1L	Q5T0N5	Tbio	3
FNBP4	Q8N3X1	Tdark	4
FNDC1	Q4ZHG4	Tbio	3
FNDC10	F2Z333	Tdark	4
FNDC11	Q9BVV2	Tdark	4
FNDC3A	Q9Y2H6	Tbio	3
FNDC3B	Q53EP0	Tbio	3
FNDC4	Q9H6D8	Tbio	3
FNDC5	Q8NAU1	Tbio	3
FNDC7	Q5VTL7	Tdark	4
FNDC8	Q8TC99	Tdark	4
FNDC9	Q8TBE3	Tdark	4
FNIP1	Q8TF40	Tbio	3
FNIP2	Q9P278	Tbio	3
FNTA	P49354	Tbio	3
FNTB	P49356	Tchem	2
FOCAD	Q5VW36	Tdark	4
FOLH1	Q04609	Tchem	2
FOLH1B	Q9HBA9	Tbio	3
FOLR1	P15328	Tchem	2
FOLR2	P14207	Tchem	2
FOLR3	P41439	Tbio	3
FOS	P01100	Tbio	3
FOSB	P53539	Tbio	3
FOSL1	P15407	Tbio	3
FOSL2	P15408	Tbio	3
FOXA1	P55317	Tbio	3
FOXA2	Q9Y261	Tbio	3
FOXA3	P55318	Tbio	3
FOXB1	Q99853	Tbio	3
FOXB2	Q5VYV0	Tdark	4
FOXC1	Q12948	Tbio	3
FOXC2	Q99958	Tbio	3
FOXD1	Q16676	Tbio	3
FOXD2	O60548	Tbio	3
FOXD3	Q9UJU5	Tbio	3
FOXD4	Q12950	Tbio	3
FOXD4L1	Q9NU39	Tdark	4
FOXD4L3	Q6VB84	Tdark	4
FOXD4L4	Q8WXT5	Tdark	4
FOXD4L5	Q5VV16	Tdark	4
FOXD4L6	Q3SYB3	Tdark	4
FOXE1	O00358	Tbio	3
FOXE3	Q13461	Tbio	3
FOXF1	Q12946	Tbio	3
FOXF2	Q12947	Tbio	3
FOXG1	P55316	Tbio	3
FOXH1	O75593	Tbio	3
FOXI1	Q12951	Tbio	3
FOXI2	Q6ZQN5	Tbio	3
FOXI3	A8MTJ6	Tbio	3
FOXJ1	Q92949	Tbio	3
FOXJ2	Q9P0K8	Tbio	3
FOXJ3	Q9UPW0	Tbio	3
FOXK1	P85037	Tbio	3
FOXK2	Q01167	Tbio	3
FOXL1	Q12952	Tbio	3
FOXL2	P58012	Tbio	3
FOXL2NB	Q6ZUU3	Tdark	4
FOXM1	Q08050	Tbio	3
FOXN1	O15353	Tbio	3
FOXN2	P32314	Tbio	3
FOXN3	O00409	Tbio	3
FOXN4	Q96NZ1	Tbio	3
FOXO1	Q12778	Tbio	3
FOXO3	O43524	Tbio	3
FOXO4	P98177	Tbio	3
FOXO6	A8MYZ6	Tbio	3
FOXP1	Q9H334	Tbio	3
FOXP2	O15409	Tbio	3
FOXP3	Q9BZS1	Tbio	3
FOXP4	Q8IVH2	Tbio	3
FOXQ1	Q9C009	Tbio	3
FOXR1	Q6PIV2	Tdark	4
FOXR2	Q6PJQ5	Tbio	3
FOXRED1	Q96CU9	Tbio	3
FOXRED2	Q8IWF2	Tdark	4
FOXS1	O43638	Tbio	3
FPGS	Q05932	Tchem	2
FPGT	O14772	Tbio	3
FPR1	P21462	Tchem	2
FPR2	P25090	Tchem	2
FPR3	P25089	Tchem	2
FRA10AC1	Q70Z53	Tdark	4
FRAS1	Q86XX4	Tbio	3
FRAT1	Q92837	Tbio	3
FRAT2	O75474	Tbio	3
FREM1	Q5H8C1	Tbio	3
FREM2	Q5SZK8	Tbio	3
FREM3	P0C091	Tdark	4
FRG1	Q14331	Tbio	3
FRG2	Q64ET8	Tbio	3
FRG2B	Q96QU4	Tbio	3
FRG2C	A6NGY1	Tdark	4
FRK	P42685	Tchem	2
FRMD1	Q8N878	Tdark	4
FRMD3	A2A2Y4	Tbio	3
FRMD4A	Q9P2Q2	Tbio	3
FRMD4B	Q9Y2L6	Tdark	4
FRMD5	Q7Z6J6	Tbio	3
FRMD6	Q96NE9	Tbio	3
FRMD6-AS1	P0C7T7	Tdark	4
FRMD7	Q6ZUT3	Tbio	3
FRMD8	Q9BZ67	Tdark	4
FRMD8P1	Q9BZ68	Tdark	4
FRMPD1	Q5SYB0	Tbio	3
FRMPD2	Q68DX3	Tbio	3
FRMPD2B	Q6IN97	Tdark	4
FRMPD3	Q5JV73	Tdark	4
FRMPD4	Q14CM0	Tbio	3
FRRS1	Q6ZNA5	Tdark	4
FRRS1L	Q9P0K9	Tbio	3
FRS2	Q8WU20	Tbio	3
FRS3	O43559	Tbio	3
FRY	Q5TBA9	Tdark	4
FRYL	O94915	Tdark	4
FRZB	Q92765	Tbio	3
FSBP	O95073	Tdark	4
FSCB	Q5H9T9	Tdark	4
FSCN1	Q16658	Tbio	3
FSCN2	O14926	Tbio	3
FSCN3	Q9NQT6	Tdark	4
FSD1	Q9BTV5	Tbio	3
FSD1L	Q9BXM9	Tdark	4
FSD2	A1L4K1	Tdark	4
FSHB	P01225	Tbio	3
FSHR	P23945	Tclin	1
FSIP1	Q8NA03	Tbio	3
FSIP2	Q5CZC0	Tdark	4
FST	P19883	Tbio	3
FSTL1	Q12841	Tbio	3
FSTL3	O95633	Tbio	3
