gene	is_in_crispr	is_in_drugcentral	is_in_hats	is_in_jdti	is_in_natdt	is_in_phipster	is_in_preprint	is_in_string	is_in_taiml	node_type	target_type	tdl	tdl_priority	uniprot	metadata
GHITM	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9H3K2	metadata
GHSR	False	True	False	True	False	False	False	True	False	target	human	Tclin	1.0	Q92847	metadata
GIGYF2	False	False	False	False	False	False	True	True	True	target	human	Tchem	2.0	Q6Y7W6	metadata
GLA	False	True	False	False	False	False	True	True	False	target	human	Tclin	1.0	P06280	metadata
GNB1	False	False	True	False	False	False	True	True	False	target	human	Tbio	3.0	P62873	metadata
GNG5	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P63218	metadata
GOLGA2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q08379	metadata
GOLGA3	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q08378	metadata
GOLGA7	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q7Z5G4	metadata
GOLGB1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q14789	metadata
GORASP1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9BQQ3	metadata
GP6	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9HCN6	metadata
GPAA1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O43292	metadata
GPX1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P07203	metadata
GRB2	False	True	True	False	False	True	False	True	False	target	human	Tchem	2.0	P62993	metadata
GRIPAP1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q4V328	metadata
GRPEL1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9HAV7	metadata
GSK3B	False	True	True	False	False	False	False	False	False	target	human	Tclin	1.0	P49841	metadata
GTF2A1	False	False	True	False	True	False	False	True	False	target	human	Tchem	2.0	P52655	metadata
GTF2F2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P13984	metadata
GTF2H2	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q13888	metadata;role_crispr:sensitization_anti-viral
GTF2H3	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q13889	metadata;role_crispr:sensitization_anti-viral
GTF2H4	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q92759	metadata;role_crispr:sensitization_anti-viral
GTFH1	True	False	False	False	False	False	False	False	False	target	human	unk	6.0		metadata;role_crispr:sensitization_anti-viral
GZF1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9H116	metadata;role_crispr:resistance_pro_viral
HAS3	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	O00219	metadata
HAVCR2	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q8TDQ0	metadata
HDAC2	False	True	True	False	False	False	True	True	True	target	human	Tclin	1.0	Q92769	metadata
HEATR3	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q7Z4Q2	metadata
HECTD1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9ULT8	metadata
HINT1	False	False	False	True	False	False	False	True	False	target	human	Tbio	3.0	P49773	metadata
HIRA	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P54198	metadata;role_crispr:sensitization_anti-viral
HLA-DQB2	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	P05538	metadata
HMGB1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P09429	metadata;role_crispr:resistance_pro_viral
HMGXB4	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9UGU5	metadata;role_crispr:sensitization_anti-viral
HMOX1	False	False	False	False	False	False	True	True	False	target	human	Tchem	2.0	P09601	metadata
HNRNPA1	False	False	False	False	False	False	False	True	False	target	human	Tchem	2.0	P09651	metadata
HNRNPC	False	False	False	False	True	False	False	True	False	target	human	Tbio	3.0	P07910	metadata
HOOK1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9UJC3	metadata
HRAS	False	True	False	False	False	False	False	True	False	target	human	Tchem	2.0	P01112	metadata
HS2ST1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q7LGA3	metadata
HS3ST5	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q8IZT8	metadata
HS6ST2	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q96MM7	metadata
HSBP1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O75506	metadata
HSP90AA1	False	True	False	False	False	False	False	True	False	target	human	Tchem	2.0	P07900	metadata
HSPA1A	False	True	False	False	False	False	False	True	False	target	human	Tchem	2.0	P0DMV8	metadata
HSPA4	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	P34932	metadata
HSPA5	False	False	False	False	False	False	False	True	False	target	human	Tchem	2.0	P11021	metadata
HSPA8	False	True	False	False	False	False	False	True	False	target	human	Tchem	2.0	P11142	metadata
HSPA9	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P38646	metadata
HYOU1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9Y4L1	metadata
IARS1	False	False	False	True	False	False	False	True	False	target	human	Tchem	2.0	P41252	metadata
ICAM4	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q14773	metadata
IDE	False	True	False	False	False	False	True	True	False	target	human	Tchem	2.0	P14735	metadata
IFNLR1	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q8IU57	metadata
IGHA2	False	False	False	False	False	False	False	False	True	target	human	Tbio	3.0	P01877	metadata
IGKV3-20	False	False	False	False	False	False	False	False	True	target	human	Tbio	3.0	P01619	metadata
IKBKB	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	O14920	metadata
IKBKG	False	False	True	False	False	False	False	False	False	target	human	Tbio	3.0	Q9Y6K9	metadata
IL11RA	False	False	False	False	False	False	False	True	True	target	human	Tclin	1.0	Q14626	metadata
IL12RB1	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	P42701	metadata
IL17RA	False	False	False	False	False	False	True	True	False	target	human	Tclin	1.0	Q96F46	metadata
IL18R1	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q13478	metadata
IL18RAP	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	O95256	metadata
IL1RL1	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q01638	metadata
IL20RB	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q6UXL0	metadata
IL22RA2	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q969J5	metadata
IL31RA	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q8NI17	metadata
IMPDH2	False	True	False	False	False	False	True	True	False	target	human	Tclin	1.0	P12268	metadata
INHBE	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P58166	metadata
INS	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P01308	metadata
INTS4	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q96HW7	metadata
INTS6	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9UL03	metadata
ISG15	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	P05161	metadata
ITGA11	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9UKX5	metadata
ITGAD	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q13349	metadata
ITGB1	False	False	False	False	False	False	True	True	False	target	human	Tclin	1.0	P05556	metadata
ITPR1	False	False	False	False	True	False	False	True	False	target	human	Tchem	2.0	Q14643	metadata
JAKMIP1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q96N16	metadata
JAML	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q86YT9	metadata
JMJD6	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q6NYC1	metadata;role_crispr:resistance_pro_viral
JUN	False	False	False	False	False	False	False	True	False	target	human	Tchem	2.0	P05412	metadata
KAT14	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9H8E8	metadata;role_crispr:sensitization_anti-viral
KAT2A	False	False	True	False	False	False	False	False	False	target	human	Tbio	3.0	Q92830	metadata
KAT2B	False	False	True	False	False	False	False	False	False	target	human	Tchem	2.0	Q92831	metadata
KAT5	False	False	True	False	False	False	False	False	False	target	human	Tchem	2.0	Q92993	metadata
KAT6A	False	False	True	False	False	False	False	False	False	target	human	Tbio	3.0	Q92794	metadata
KAT6B	False	False	True	False	False	False	False	False	False	target	human	Tbio	3.0	Q8WYB5	metadata
KAT7	False	False	True	False	False	False	False	False	False	target	human	Tbio	3.0	O95251	metadata
KCNG4	True	False	False	False	False	False	False	True	False	target	human	Tclin	1.0	Q8TDN1	metadata;role_crispr:resistance_pro_viral
KDM6A	True	False	False	False	False	False	False	True	False	target	human	Tchem	2.0	O15550	metadata;role_crispr:resistance_pro_viral
KIF5B	False	False	False	False	True	False	False	True	False	target	human	Tbio	3.0	P33176	metadata
KIR3DL2	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	P43630	metadata
KLK1	False	True	False	True	False	False	False	True	False	target	human	Tchem	2.0	P06870	metadata
KMD1A	True	False	False	False	False	False	False	False	False	target	human	unk	6.0		metadata;role_crispr:sensitization_anti-viral
KMT2D	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	O14686	metadata;role_crispr:resistance_pro_viral
KPNB1	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q14974	metadata
LARGE2	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q8N3Y3	metadata
LARP1	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q6PKG0	metadata
LARP4B	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q92615	metadata
LARP7	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q4G0J3	metadata
LARS	False	False	False	False	True	False	False	False	False	target	human	unk	6.0		metadata
LARS1	False	False	False	False	False	False	False	True	False	target	human	Tchem	2.0	Q9P2J5	metadata
LCK	False	True	True	False	False	False	False	False	False	target	human	Tclin	1.0	P06239	metadata
LDB1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q86U70	metadata;role_crispr:resistance_pro_viral
LILRA5	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	A6NI73	metadata
LILRA6	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q6PI73	metadata
LILRB2	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	Q8N423	metadata
LMAN2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q12907	metadata
LMP1	False	False	False	True	False	False	False	False	False	target	human	unk	6.0		metadata
LOX	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P28300	metadata
LRIT3	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q3SXY7	metadata
LUC7L	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9NQ29	metadata
MAD2L1	False	False	False	False	True	False	False	True	False	target	human	Tbio	3.0	Q13257	metadata
MAML1	False	False	True	False	False	False	False	False	False	target	human	Tbio	3.0	Q92585	metadata
MAP3K1	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	Q13233	metadata
MAP4	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	P27816	metadata
MAP4K1	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	Q92918	metadata
MAP7D1	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q3KQU3	metadata
MAPK1	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	P28482	metadata
MAPK14	False	True	True	True	False	False	False	True	False	target	human	Tchem	2.0	Q16539	metadata
MAPK3	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	P27361	metadata
MAPK8	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	P45983	metadata
MARK1	False	True	False	False	False	False	True	True	False	target	human	Tchem	2.0	Q9P0L2	metadata
MARK2	False	True	False	False	False	False	True	True	False	target	human	Tchem	2.0	Q7KZI7	metadata
MARK3	False	True	True	False	False	False	True	True	False	target	human	Tchem	2.0	P27448	metadata
MARS	False	False	False	False	True	False	False	False	False	target	human	unk	6.0		metadata
MARS1	False	False	False	False	False	False	False	True	False	target	human	Tchem	2.0	P56192	metadata
MAT2B	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9NZL9	metadata
MCTS1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9ULC4	metadata;role_crispr:sensitization_anti-viral
MDGA2	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q7Z553	metadata
MDM2	False	False	True	True	False	False	False	True	False	target	human	Tchem	2.0	Q00987	metadata
MDN1	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q9NU22	metadata
MED16	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9Y2X0	metadata;role_crispr:sensitization_anti-viral
MEPCE	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q7L2J0	metadata
METAP1	False	True	False	False	True	False	False	True	False	target	human	Tchem	2.0	P53582	metadata
MFGE8	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q08431	metadata
MIB1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q86YT6	metadata
MIF	False	False	False	False	True	False	False	True	False	target	human	Tchem	2.0	P14174	metadata
MIPOL1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q8TD10	metadata
MITF	False	False	True	False	False	False	False	False	False	target	human	Tbio	3.0	O75030	metadata
MMS19	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q96T76	metadata;role_crispr:sensitization_anti-viral
MNAT1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P51948	metadata;role_crispr:sensitization_anti-viral
MOGS	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q13724	metadata
MOV10	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q9HCE1	metadata
MPHOSPH10	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O00566	metadata
MPO	False	True	False	True	False	False	False	True	False	target	human	Tchem	2.0	P05164	metadata
MPZL3	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q6UWV2	metadata
MRPS2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9Y399	metadata
MRPS25	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	P82663	metadata
MRPS27	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q92552	metadata
MRPS5	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	P82675	metadata
MSN	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	P26038	metadata
MTAP	False	False	False	False	True	False	False	True	False	target	human	Tchem	2.0	Q13126	metadata
MTARC1	False	False	False	False	False	False	True	False	False	target	human	Tbio	3.0	Q5VT66	metadata
MTCH1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9NZJ7	metadata
MYC	False	False	True	False	False	False	False	True	False	target	human	Tbio	3.0	P01106	metadata
MYCBP2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O75592	metadata
MYLK	False	True	True	False	True	False	False	True	False	target	human	Tchem	2.0	Q15746	metadata
MYOD1	False	False	True	False	False	False	False	False	False	target	human	Tbio	3.0	P15172	metadata
NARS2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q96I59	metadata
NAT14	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q8WUY8	metadata
NCBP1	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q09161	metadata
NCBP2	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P52298	metadata
NCOA1	False	False	True	False	False	False	False	False	False	target	human	Tchem	2.0	Q15788	metadata
NCOA3	False	False	True	True	False	False	False	True	False	target	human	Tbio	3.0	Q9Y6Q9	metadata
NCR3LG1	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q68D85	metadata
NDFIP2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9NV92	metadata
NDOR1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9UHB4	metadata;role_crispr:sensitization_anti-viral
NDUFAF1	False	False	False	False	False	False	True	True	False	target	human	Tclin	1.0	Q9Y375	metadata
NDUFAF2	False	False	False	False	True	False	True	True	False	target	human	Tclin	1.0	Q8N183	metadata
NDUFB9	False	False	False	False	False	False	True	True	False	target	human	Tclin	1.0	Q9Y6M9	metadata
NEDD8	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	Q15843	metadata
NEK9	False	True	False	False	False	False	True	True	False	target	human	Tchem	2.0	Q8TD19	metadata
NEU1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q99519	metadata
NFAM1	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q8NET5	metadata
NFKB1	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	P19838	metadata
NGDN	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q8NEJ9	metadata
NGLY1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q96IV0	metadata
NIN	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q8N4C6	metadata
NINL	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9Y2I6	metadata
NLRX1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q86UT6	metadata
NNT	False	False	False	False	True	False	False	True	False	target	human	Tbio	3.0	Q13423	metadata
NOL10	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q9BSC4	metadata
NONO	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q15233	metadata;role_crispr:sensitization_anti-viral
NOP56	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	O00567	metadata
NOP58	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9Y2X3	metadata
NOTCH1	False	False	True	False	False	False	False	False	False	target	human	Tchem	2.0	P46531	metadata
NPC2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P61916	metadata
NPTX1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q15818	metadata
NQO2	False	True	False	True	False	False	False	True	False	target	human	Tchem	2.0	P16083	metadata
NSD2	False	False	True	False	False	False	True	True	False	target	human	Tchem	2.0	O96028	metadata
NUB1	False	False	False	False	False	True	False	True	True	target	human	Tbio	3.0	Q9Y5A7	metadata
NUP155	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	O75694	metadata
NUP210	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q8TEM1	metadata
NUP214	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P35658	metadata
NUP54	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q7Z3B4	metadata
NUP58	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9BVL2	metadata
NUP62	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P37198	metadata
NUP88	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q99567	metadata
NUP98	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P52948	metadata
NUTF2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P61970	metadata
OASL	False	False	False	False	False	True	False	True	False	target	human	Tbio	3.0	Q15646	metadata
OS9	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q13438	metadata
OSBPL5	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9H0X9	metadata
OSBPL8	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9BZF1	metadata;role_crispr:resistance_pro_viral
OSCAR	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q8IYS5	metadata
P2RX1	False	True	False	True	False	False	False	True	False	target	human	Tchem	2.0	P51575	metadata
P2RX3	False	True	False	True	False	False	False	True	False	target	human	Tchem	2.0	P56373	metadata
P2RX4	False	True	False	True	False	False	False	True	False	target	human	Tchem	2.0	Q99571	metadata
P2RY2	False	True	False	True	False	False	False	True	False	target	human	Tclin	1.0	P41231	metadata
P2RY4	False	True	False	True	False	False	False	True	False	target	human	Tchem	2.0	P51582	metadata
P4HA3	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q7Z4N8	metadata
PABPC1	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	P11940	metadata
PABPC4	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q13310	metadata
PBK	False	False	False	False	True	False	False	True	False	target	human	Tchem	2.0	Q96KB5	metadata
PCBD1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P61457	metadata;role_crispr:resistance_pro_viral
PCCA	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	P05165	metadata
PCNA	False	True	True	False	False	True	False	True	False	target	human	Tchem	2.0	P12004	metadata
PCNT	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O95613	metadata
PCPB2	True	False	False	False	False	False	False	False	False	target	human	unk	6.0		metadata;role_crispr:sensitization_anti-viral
PCSK6	False	False	False	False	False	False	True	True	False	target	human	Tchem	2.0	P29122	metadata
PCSK9	False	True	False	False	True	False	False	True	False	target	human	Tclin	1.0	Q8NBP7	metadata
PDE4DIP	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q5VU43	metadata
PDLIM7	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q9NR12	metadata
PDZD11	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q5EBL8	metadata
PELO	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9BRX2	metadata
PFHRP-II	False	False	False	True	False	False	False	False	False	target	human	unk	6.0		metadata
PGK1	False	False	False	False	True	False	False	True	False	target	human	Tchem	2.0	P00558	metadata
PGP	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	A6NDG6	metadata
PHF6	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q8IWS0	metadata;role_crispr:resistance_pro_viral
PHIP	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q8WWQ0	metadata;role_crispr:resistance_pro_viral
PHOSPHO1	False	True	False	False	False	False	False	True	True	target	human	Tchem	2.0	Q8TCT1	metadata
PIAS1	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	O75925	metadata;role_crispr:sensitization_anti-viral
PIAS2	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	O75928	metadata;role_crispr:sensitization_anti-viral
PIGO	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q8TEQ8	metadata
PIGS	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q96S52	metadata
PILRA	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9UKJ1	metadata
PIM1	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	P11309	metadata
PIN1	False	False	True	False	True	False	False	True	False	target	human	Tchem	2.0	Q13526	metadata
PITRM1	False	False	False	False	False	False	True	True	True	target	human	Tchem	2.0	Q5JRX3	metadata
PKM	False	False	True	False	False	False	False	False	False	target	human	Tchem	2.0	P14618	metadata
PKP2	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q99959	metadata
PLAA	False	False	False	False	True	False	False	True	False	target	human	Tchem	2.0	Q9Y263	metadata
PLAT	False	True	False	False	False	False	True	True	False	target	human	Tclin	1.0	P00750	metadata
PLAUR	False	False	False	False	True	False	False	True	False	target	human	Tchem	2.0	Q03405	metadata
PLD3	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q8IV08	metadata
PLEKHA5	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9HAU0	metadata
PLEKHF2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9H8W4	metadata
PLG	False	True	False	True	False	False	False	True	False	target	human	Tclin	1.0	P00747	metadata
PLOD2	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O00469	metadata
PLXNA4	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q9HCM2	metadata
PLXNC1	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	O60486	metadata
PMPCA	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	Q10713	metadata
PMPCB	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	O75439	metadata
POFUT1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9H488	metadata
POGLUT2	False	False	False	False	False	False	True	False	False	target	human	Tdark	4.0	Q6UW63	metadata
POGLUT3	False	False	False	False	False	False	True	False	False	target	human	Tdark	4.0	Q7Z4H8	metadata
POLA	False	False	False	True	False	False	False	False	False	target	human	unk	6.0		metadata
POLA1	False	True	False	False	False	False	True	True	True	target	human	Tclin	1.0	P09884	metadata
POLA2	False	True	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q14181	metadata
POLR2A	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P24928	metadata
POP5	True	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	Q969H6	metadata;role_crispr:sensitization_anti-viral
POR	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P16435	metadata
PPARG	False	True	True	False	False	False	False	False	False	target	human	Tclin	1.0	P37231	metadata
PPAT	False	True	False	False	True	False	False	True	False	target	human	Tclin	1.0	Q06203	metadata
PPIL3	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	Q9H2H8	metadata
PPP1R3F	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	Q6ZSY5	metadata
PPP2CA	False	False	True	False	True	False	False	True	False	target	human	Tchem	2.0	P67775	metadata
PPP2R1A	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P30153	metadata
PPP2R4	False	False	False	False	True	False	False	False	False	target	human	unk	6.0		metadata
PPT1	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P50897	metadata
PRIM1	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	P49642	metadata
PRIM2	False	False	False	False	False	False	True	True	True	target	human	Tbio	3.0	P49643	metadata
PRKACA	False	True	True	False	False	False	True	True	False	target	human	Tchem	2.0	P17612	metadata
PRKAR1A	False	False	False	True	False	False	False	True	False	target	human	Tbio	3.0	P10644	metadata
PRKAR2A	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P13861	metadata
PRKAR2B	False	False	False	False	False	False	True	True	False	target	human	Tbio	3.0	P31323	metadata
PRKCA	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	P17252	metadata
PRKCD	False	True	True	False	False	False	False	False	False	target	human	Tclin	1.0	Q05655	metadata
PRKD1	False	True	True	False	False	False	False	False	False	target	human	Tchem	2.0	Q15139	metadata
PRMT5	False	False	False	False	False	False	False	True	False	target	human	Tchem	2.0	O14744	metadata
PRNP	False	True	False	True	False	False	False	True	False	target	human	Tchem	2.0	P04156	metadata
PRPF4B	False	True	False	False	True	False	False	True	False	target	human	Tchem	2.0	Q13523	metadata
PRRC2B	False	False	False	False	False	False	True	True	False	target	human	Tdark	4.0	Q5JSZ5	metadata
PRSS1	False	True	False	True	False	False	False	True	False	target	human	Tclin	1.0	P07477	metadata
PSMA3	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	P25788	metadata
PSMB2	False	True	False	False	True	False	False	True	False	target	human	Tclin	1.0	P49721	metadata
PSMD14	False	False	False	False	False	False	False	True	False	target	human	Tbio	3.0	O00487	metadata
PSMD3	False	False	False	False	False	False	False	True	True	target	human	Tbio	3.0	O43242	metadata
